epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,65114.8,0.41519,0.31054,0.98401,0.99456,0.99029,0.99134,0.98351,0.15903,0.09474,0.73987,0.0009415,0.0009415,0.0009415
185,65477,0.41203,0.31007,0.98177,0.99463,0.99024,0.99133,0.98355,0.15815,0.09435,0.73962,0.000892,0.000892,0.000892
186,65826.3,0.40736,0.30178,0.97708,0.99465,0.99014,0.99133,0.98365,0.15732,0.09396,0.7394,0.0008425,0.0008425,0.0008425
187,66197.8,0.40502,0.30382,0.97797,0.99459,0.99015,0.99133,0.98373,0.15643,0.09359,0.73921,0.000793,0.000793,0.000793
188,66558.7,0.40419,0.30485,0.97553,0.99461,0.99015,0.99132,0.98379,0.1557,0.09347,0.73897,0.0007435,0.0007435,0.0007435
189,66931.5,0.40604,0.30339,0.97788,0.99458,0.99013,0.99131,0.98382,0.15521,0.0932,0.73877,0.000694,0.000694,0.000694
190,67288.7,0.39602,0.29761,0.97329,0.99459,0.99011,0.99131,0.98385,0.15508,0.09311,0.73862,0.0006445,0.0006445,0.0006445
191,67647.4,0.21122,0.13141,0.86036,0.99464,0.99004,0.99131,0.98387,0.15449,0.09291,0.73833,0.000595,0.000595,0.000595
192,68001.2,0.20788,0.13121,0.85895,0.9946,0.98995,0.99131,0.98392,0.15365,0.09263,0.738,0.0005455,0.0005455,0.0005455
193,68360.8,0.19846,0.12477,0.85378,0.99447,0.99038,0.99131,0.98399,0.15304,0.09236,0.73763,0.000496,0.000496,0.000496
194,68722.2,0.19672,0.12233,0.85622,0.99485,0.98998,0.99134,0.98404,0.15228,0.09199,0.7373,0.0004465,0.0004465,0.0004465
195,69091.9,0.19573,0.12098,0.85816,0.99496,0.99,0.99135,0.98413,0.15129,0.09173,0.73694,0.000397,0.000397,0.000397
196,69438.2,0.19276,0.12064,0.85456,0.99497,0.99005,0.99136,0.98422,0.15019,0.09141,0.73655,0.0003475,0.0003475,0.0003475
197,69770.7,0.18672,0.11542,0.84928,0.99506,0.9901,0.99137,0.98425,0.14902,0.09089,0.7362,0.000298,0.000298,0.000298
198,70135.5,0.18572,0.1137,0.84905,0.99425,0.99065,0.99137,0.98432,0.14788,0.0905,0.73582,0.0002485,0.0002485,0.0002485
199,70484.2,0.1812,0.11089,0.84966,0.99435,0.99075,0.99137,0.98437,0.14679,0.08988,0.73547,0.000199,0.000199,0.000199
200,70842.3,0.18019,0.11145,0.84725,0.99443,0.99075,0.9914,0.98447,0.14564,0.08955,0.73511,0.0001495,0.0001495,0.0001495
